Research ID,Raw Skill,Skill Tag,Correlation Coefficient
661424964946,process capability,ESCO.49,0.861526262246715
661424964946,process capability,ESCO.226,0.8709024605909905
661424964946,process capability,ESCO.1156,0.8686917765310774
661424964946,process capability,ESCO.1192,0.8686638906536566
661424964946,apply statistical,ESCO.268,0.9046770436032977
661424964946,apply statistical,ESCO.840,0.8725245275403464
661424964946,management approaches,ESCO.59,0.8673341320958269
661424964946,management approaches,ESCO.105,0.8501281799033594
661424964946,management approaches,ESCO.187,0.8783241946860812
661424964946,management approaches,ESCO.477,0.8586839527866674
661424964946,management approaches,ESCO.544,0.9102033251355313
661424964946,management approaches,ESCO.577,0.8586447081484987
661424964946,management approaches,ESCO.735,0.8507434451680248
661424964946,management approaches,ESCO.775,0.8571891217365009
661424964946,management approaches,ESCO.814,0.8666954331655167
661424964946,management approaches,ESCO.854,0.8565127038855075
661424964946,management approaches,ESCO.860,0.8556744305734217
661424964946,management approaches,ESCO.862,0.8571948982127326
661424964946,management approaches,ESCO.888,0.8967888971411423
661424964946,management approaches,ESCO.1200,0.8650603036398942
661424964946,information system,ESCO.13,0.8933913550858499
661424964946,information system,ESCO.35,0.8550518911593447
661424964946,information system,ESCO.57,0.8901008997641516
661424964946,information system,ESCO.84,0.8541754064580735
661424964946,information system,ESCO.105,0.858557137089838
661424964946,information system,ESCO.137,0.8620520025370613
661424964946,information system,ESCO.242,0.8627892427863405
661424964946,information system,ESCO.265,0.9231613627426755
661424964946,information system,ESCO.327,0.8512379887321432
661424964946,information system,ESCO.343,0.8544784051835693
661424964946,information system,ESCO.344,0.931938037922318
661424964946,information system,ESCO.406,0.8520972718643248
661424964946,information system,ESCO.429,0.8575656127910404
661424964946,information system,ESCO.519,0.8607944166867784
661424964946,information system,ESCO.552,0.8728533389001596
661424964946,information system,ESCO.571,0.8649710632421168
661424964946,information system,ESCO.577,0.9024627510532013
661424964946,information system,ESCO.726,0.8800305799548268
661424964946,information system,ESCO.732,0.8705167015560228
661424964946,information system,ESCO.766,0.8630298098974153
661424964946,information system,ESCO.813,0.8993564336116548
661424964946,information system,ESCO.818,0.934753980764294
661424964946,information system,ESCO.843,0.8723830743618642
661424964946,information system,ESCO.854,0.8909604577384322
661424964946,information system,ESCO.862,0.9028486575501157
661424964946,information system,ESCO.863,0.887465114671178
661424964946,information system,ESCO.888,0.8518955374292537
661424964946,information system,ESCO.1029,0.8613708251562211
661424964946,information system,ESCO.1062,0.8580510861585129
661424964946,information system,ESCO.1079,0.8553603289211595
661424964946,information system,ESCO.1117,0.8501922850894545
661424964946,information system,ESCO.1183,0.9141542752369157
661424964946,information system,ESCO.1184,0.8983843878148166
661424964946,information system,ESCO.1200,0.8558751315273316
661424964946,information system,ESCO.1269,0.857105030064655
661424964946,process control,ESCO.49,0.9354440467071847
661424964946,process control,ESCO.387,0.8813947707728584
661424964946,process control,ESCO.517,0.8795268243810066
661424964946,process control,ESCO.571,0.8809174610015933
661424964946,process control,ESCO.590,0.8607800707811619
661424964946,process control,ESCO.920,0.8580681189881246
661424964946,process control,ESCO.943,0.8658097522772787
661424964946,process control,ESCO.955,0.8511180907108188
661424964946,process control,ESCO.1192,0.89859318990164
661424964946,industry,ESCO.930,0.8775265422989365
661424964946,resources,ESCO.774,0.8621513850465256
661424964946,quality improvement,ESCO.907,0.8570301184996191
661424964946,quality improvement,ESCO.1064,0.8546822315462232
661424964946,solve problems,ESCO.116,0.9441295725614893
661424964946,communication,ESCO.453,0.8694280603659179
661424964946,communication,ESCO.882,0.8611207440490183
661424964946,communication,ESCO.1115,0.9168320881613707
661424964946,communication,ESCO.1169,0.8695304600350283
661424964946,communication,OSN.243,0.8553386516134345
661424964946,communication,OSN.870,0.8520470290722318
661424964946,management,ESCO.38,0.8560465073324037
661424964946,management,ESCO.187,0.8974986495439651
661424964946,management,ESCO.477,0.8735157060092018
661424964946,management,ESCO.544,0.8729915754989721
661424964946,management,ESCO.577,0.8513532030046962
661424964946,management,ESCO.854,0.8519979500446029
661424964946,management,ESCO.888,0.9037603006598187
661424964946,control,ESCO.308,0.8654359126457954
661424964946,control,ESCO.387,0.8926332555477476
661424964946,control,ESCO.571,0.855429556834246
661424964946,control,ESCO.590,0.8736935416948278
661424964946,control,ESCO.920,0.8588887636549037
661424964946,control,ESCO.955,0.8964276990619773
661424964946,manage,ESCO.210,0.8554607463675993
661424964946,operations,ESCO.805,0.8502768034758614
661424964946,data analysis,ESCO.7,0.8708454539762926
661424964946,data analysis,ESCO.12,0.8624531955030054
661424964946,data analysis,ESCO.25,0.9202907753669797
661424964946,data analysis,ESCO.33,0.9394292081660005
661424964946,data analysis,ESCO.44,0.9188460352511397
661424964946,data analysis,ESCO.70,0.9007679395931137
661424964946,data analysis,ESCO.192,0.8937881379723398
661424964946,data analysis,ESCO.223,0.910918774771241
661424964946,data analysis,ESCO.224,0.9566468902003245
661424964946,data analysis,ESCO.229,0.911663047968875
661424964946,data analysis,ESCO.299,0.9108551013237081
661424964946,data analysis,ESCO.315,0.8596525211587119
661424964946,data analysis,ESCO.341,0.8642313864345577
661424964946,data analysis,ESCO.350,0.862148271296818
661424964946,data analysis,ESCO.354,0.9411991266297812
661424964946,data analysis,ESCO.394,0.866877669682327
661424964946,data analysis,ESCO.409,0.9545954979327876
661424964946,data analysis,ESCO.433,0.9296422282066729
661424964946,data analysis,ESCO.508,0.9380345555569135
661424964946,data analysis,ESCO.535,0.9154169891636849
661424964946,data analysis,ESCO.566,0.8686100165933347
661424964946,data analysis,ESCO.611,0.851811832249428
661424964946,data analysis,ESCO.757,0.9671367036903882
661424964946,data analysis,ESCO.766,0.8914475238752242
661424964946,data analysis,ESCO.793,0.8925421617033469
661424964946,data analysis,ESCO.795,0.905762457334386
661424964946,data analysis,ESCO.815,0.8749665513583876
661424964946,data analysis,ESCO.816,0.9167189632801281
661424964946,data analysis,ESCO.831,0.9220827335870115
661424964946,data analysis,ESCO.841,0.9024371129773651
661424964946,data analysis,ESCO.843,0.8772471261580536
661424964946,data analysis,ESCO.864,0.8965772149598188
661424964946,data analysis,ESCO.963,0.8718334554324166
661424964946,data analysis,ESCO.976,0.9093417684373672
661424964946,data analysis,ESCO.991,0.9612125507530166
661424964946,data analysis,ESCO.1006,0.8806751076361924
661424964946,data analysis,ESCO.1019,0.9115537311624088
661424964946,data analysis,ESCO.1056,0.8569678625395902
661424964946,data analysis,ESCO.1125,0.9344951045132655
661424964946,data analysis,ESCO.1133,0.9074590645912011
661424964946,data analysis,ESCO.1186,0.9264045236854276
661424964946,data analysis,ESCO.1211,0.9258365716573468
661424964946,data analysis,ESCO.1214,0.8710311648688751
661424964946,data analysis,ESCO.1243,0.8822194108078946
661424964946,data analysis,ESCO.1255,0.8847878306691936
661424964946,data analysis,ESCO.1267,0.9000455576445353
661424964946,data analysis,ESCO.1276,0.9338674780676606
661424964946,statistical process control,ESCO.49,0.9205297730726595
661424964946,statistical process control,ESCO.59,0.8649632387861492
661424964946,statistical process control,ESCO.105,0.8516175247613798
661424964946,statistical process control,ESCO.344,0.8501086562935567
661424964946,statistical process control,ESCO.387,0.8841305070641392
661424964946,statistical process control,ESCO.517,0.8870635200498549
661424964946,statistical process control,ESCO.571,0.8742411960234794
661424964946,statistical process control,ESCO.577,0.868520822864284
661424964946,statistical process control,ESCO.590,0.8634422842605247
661424964946,statistical process control,ESCO.775,0.8613397427456054
661424964946,statistical process control,ESCO.862,0.8704912866083573
661424964946,statistical process control,ESCO.863,0.8542916771135982
661424964946,statistical process control,ESCO.920,0.8728632146835875
661424964946,statistical process control,ESCO.943,0.8571150528620567
661424964946,statistical process control,ESCO.955,0.8681039048068969
661424964946,statistical process control,ESCO.1029,0.8549301578514324
661424964946,statistical process control,ESCO.1063,0.860425436538729
661424964946,statistical process control,ESCO.1064,0.8675943945785501
661424964946,statistical process control,ESCO.1156,0.8594981360850448
661424964946,statistical process control,ESCO.1192,0.9430647446623788
661424964946,statistical method,ESCO.268,0.8616062907092936
661424964946,statistical method,ESCO.863,0.8676900658883115
661424964946,statistical method,ESCO.1192,0.8633565730342986
6004364299427,analytics,ESCO.101,0.9170350792635852
6004364299427,analytics,ESCO.761,0.8684098397343356
6004364299427,learning outcomes,ESCO.642,0.8645139228191674
6004364299427,business operation,ESCO.113,0.8500039401161253
6004364299427,business operation,ESCO.285,0.8515539898062398
6004364299427,business operation,ESCO.1062,0.8643826575197329
